序号,名称,规格型号,单位,不含税价,备注,地区,发布时间,类别,专业
,红叶景天,冠幅30-35cm,株,8.41,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠,地径4-5.9cm，冠幅1.0-1.2m,株,102.43,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠,地径6-7.9cm，冠幅1.5-1.8m,株,231.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠,地径8-8.9cm，冠幅1.8-2.5m,株,1350,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠,地径12cm,株,2400,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠绿篱,冠幅20-24cm,株,3.13,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠绿篱,冠幅25-30cm，带营养钵,株,4.29,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠球,冠幅80-99cm,株,81.86,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠球,冠幅100-119cm,株,127.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠球,冠幅120-149cm,株,184.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠球,冠幅150-200cm,株,530,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠球,冠幅200-250cm,株,1650,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠球,冠幅250-300cm,株,2550,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶石楠柱,高度250-280cm，冠幅120-150cm,株,1650,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶桃,地径1.0-1.9cm,株,14.93,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶桃,地径2.0-2.9cm,株,26.13,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶桃,地径3-3.9cm（土球苗）,株,40.3,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶桃,地径4-4.9cm（土球苗）,株,42.27,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶桃,地径5-5.9cm（土球苗）,株,72.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶桃,地径6-6.9cm（土球苗）,株,118.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,红叶杨,地径5-6cm，高度100-150cm，冠幅80cm,株,465,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,厚朴,胸径10-10.9cm,株,314.86,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,厚朴,胸径11-11.9cm,株,608.86,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,狐尾天门冬,"150#红盆,高度20-30cm,冠幅15-25cm",盆,34.08,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,狐尾天门冬,"2加仑,高度30-40cm,冠幅20-30cm",盆,49.72,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,胡颓子,冠幅100cm,株,236,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,蝴蝶槐,胸径4-4.9cm,株,84.86,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,蝴蝶槐,胸径5-5.9cm,株,152,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,蝴蝶槐,胸径6-6.9cm,株,274.43,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,蝴蝶槐,胸径7-7.9cm,株,390.86,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,蝴蝶槐,胸径8-8.9cm,株,523.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,蝴蝶槐,胸径9-9.9cm,株,559.57,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,蝴蝶槐,胸径10-10.9cm冠径150-200cm,株,762.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,蝴蝶槐,胸径11-11.9cm冠径150-200cm,株,954.86,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,蝴蝶槐,胸径12-12.9cm冠径200-250cm,株,1156.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,蝴蝶槐,胸径13-13.9cm冠径200-250cm,株,1312.29,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,蝴蝶槐,胸径14-14.9cm冠径200-250cm,株,1660.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花柏,冠幅30-49cm,株,17.21,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花柏,冠幅50-69cm,株,33.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花柏,冠幅70-99cm,株,95.36,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花柏,冠幅100cm,株,137,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花毛茛（缤纷）,"150#红盆,高度20-30cm,冠幅15-20cm",盆,15,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花木蓝,冠幅80-99cm,株,49.16,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花木蓝,冠幅100-119cm,株,74,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花木蓝,冠幅120-139cm,株,108.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花木蓝,冠幅140-159cm,株,191.86,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花木蓝,冠幅160-200cm,株,318.57,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花石榴,胸径6-6.9cm,株,223.29,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花石榴,胸径7-7.9cm,株,354.57,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花石榴,胸径8-8.9cm,株,499.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花石榴,胸径9-9.9cm,株,679.86,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花石榴,胸径10-10.9cm,株,747.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花石榴,胸径11-11.9cm,株,929.29,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花石榴,胸径12-12.9cm,株,1161.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶锦带,冠30-35cm高0.8m,株,4.25,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶锦带（金边）,"3加仑,高度60-80cm,冠幅60-80cm",盆,248.6,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶锦带（金边）,"5加仑,高度80-100cm,冠幅80-100cm",盆,459.91,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶锦带（金边）,"50*40美植袋,高度100-120cm,冠幅100-120cm",盆,571.78,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶景天,冠幅30-35cm,株,8.33,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶芦竹,高30-34cm 冠25-29cm,株,3.77,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶芦竹,高35-40cm 冠30-35cm,株,5.11,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶络石,高度15-20cm，冠幅20-25cm,株,7.2,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶络石,"1加仑,高度20-25cm,冠幅15-20cm",盆,22.53,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶蔓长春,"150#红盆,高度10-15cm,冠幅10-15cm",盆,14.92,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶芒,"30*25美植袋,高度80-100cm,冠幅30-40cm",盆,40.31,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶美人蕉,冠幅80-89cm,株,4.13,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶水葱,高35-40cm 冠30-35cm,株,5.16,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶香蒲,高30-34cm 冠25-29cm,株,3.02,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶香蒲,高35-40cm 冠30-35cm,株,4.51,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶玉蝉花,"1加仑,高度50-60cm,冠幅20-30cm",盆,27.29,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,花叶紫娇花,"1加仑,高度40-50cm,冠幅20-25cm",盆,27.27,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,华山松,高2.0-2.49m,株,489,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,华山松,高2.5-2.99m,株,774.57,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,华山松,高3.0-3.49m,株,1045.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,华山松,高3.5-3.99m,株,1401.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,华山松,高4.0-4.49m,株,1862.43,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,华山松,高4.5-4.99m,株,2588.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,华山松,高5.0-5.99m,株,3910.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄刺玫,高0.8-0.99m,株,17.9,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄刺玫,高1.0-1.19m,株,22.43,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄刺玫,高1.2-1.49m,株,36.76,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄刺玫,高1.5-1.8m,株,62.29,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄刺玫,高1.8-2.0m,株,117.29,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄刺玫,高2.0-2.49m,株,191,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金扁柏,"50*40美植袋,高度150-200cm,冠幅50-60cm",盆,497.2,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金构骨,高度20-25cm，冠幅20-25cm,株,15,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金枸骨,"2加仑,高度50-60cm,冠幅30-40cm",盆,87.01,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金枸骨棒棒糖,"40*35美植袋,高度120-150cm,冠幅60-80cm",盆,285.89,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金花柏,高度200cm，冠幅80cm,株,7500,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金菊,高度30-35cm，冠幅20-25cm,株,8.4,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金菊,"1加仑,高度30-40cm,冠幅20-30cm",盆,18.65,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金菊,"2加仑,高度40-50cm,冠幅30-40cm",盆,31.08,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金喷泉绣线菊,"3加仑,高度40-50cm,冠幅40-50cm",盆,99.44,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金喷泉绣线菊,"40*35美植袋,高度60-80cm,冠幅60-80cm",盆,248.6,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金树,胸径8-8.9cm,株,269.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金树,胸径9-9.9cm,株,382.57,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金树,胸径10-10.9cm,株,561.43,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金树,胸径13-14.9cm,株,931,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金树,胸径15-15.9cm,株,1234.57,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金树,胸径16-16.9cm,株,1599,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金树,胸径17-17.9cm,株,1964.43,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金树,胸径18-18.9cm,株,2314.29,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄金树,胸径19-19.9cm,株,2586.86,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄晶菊（闪亮）,"120#红盆,高度10-15cm,冠幅10-15cm",盆,4.35,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄连木,胸径8-8.9cm,株,415.43,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄连木,胸径9-9.9cm,株,552.29,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄连木,胸径10-10.9cm,株,741.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄连木,胸径12-12.9cm,株,1110.57,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄连木,胸径13-13.9cm,株,1491.43,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄连木,胸径14-14.9cm,株,1785.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄连木,胸径15-15.9cm,株,2310.57,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄连木,胸径16-16.9cm,株,2757.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄连木,胸径17-17.9cm,株,3360,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄连木,胸径18-18.9cm,株,3761.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄连木,胸径19-19.9cm,株,4380.43,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄栌,地径5-5.9cm,株,95,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄栌,地径6-6.9cm,株,163,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄栌,地径7-7.9cm,株,279,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄栌,地径8-9.9cm,株,434,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄栌,地径10-11.9cm,株,850,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄栌,地径12-13.9cm,株,1340,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄山栾,胸径5-6.9cm,株,93.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄山栾,胸径7-8.9cm,株,218.57,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄山栾,朐径9-9.9cm,株,340.86,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄山栾,胸径10-10.9cm,株,482.29,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄山栾,胸径11-11.9cm,株,690,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄山栾,胸径12-12.9cm,株,808.57,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄山栾,胸径13-14.9cm,株,1101.43,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄山栾,胸径15-17.9cm,株,1520,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄馨,蓬径80-99cm,株,45.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄馨,蓬径100-120cm,株,67.86,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄杨球,高0.5-0.79m,株,43.96,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄杨球,高0.8-0.99m,株,84.14,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄杨球,高1.0-1.19m,株,120.43,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄玉兰,胸径3-3.9cm,株,62,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄玉兰,胸径4-4.9cm,株,105.86,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
,黄玉兰,胸径5-5.9cm,株,179.71,含税价,河南省,2024/4/30,河南省工程造价信息2024年第二期,建筑
